user_id,item_id,rating
07751395,16907189,1
07751395,10483344,1
07751395,20941049,1
07751395,02743910,1
07751395,16523905,1
07751395,02906870,1
07751395,20982775,1
07751395,11001969,1
07751395,03978093,1
07751395,16107768,1
07751395,20010971,1
07751395,05134236,1
13756526,06638071,1
13756526,02880739,1
13756526,18106995,1
13756526,16401862,1
13756526,10276117,1
13756526,20384343,1
13756526,18925590,1
13756526,10892083,1
13756526,18739751,1
13756526,16050076,1
13756526,02109854,1
13756526,09482609,1
13756526,06677442,1
13756526,09506722,1
13756526,05757013,1
13756526,21108231,1
13756526,02556503,1
13756526,19100170,1
05917982,15429605,1
05917982,16115131,1
05917982,21107786,1
05917982,19355047,1
05917982,18149799,1
02906549,02941381,1
02906549,02824056,1
02906549,20215478,1
02906549,18273503,1
02906549,18316580,1
02906549,19670107,1
02906549,16523905,1
12110629,02804787,1
12110629,20134388,1
12110629,16137927,1
12110629,08942230,1
12110629,15539306,1
12110629,09440845,1
12110629,04807891,1
12110629,03524326,1
12110629,20025461,1
12110629,07653435,1
12110629,06220500,1
12110629,12717429,1
12110629,16907189,1
12110629,06638071,1
12110629,09134286,1
12110629,04800478,1
12110629,03978093,1
12110629,20046016,1
12110629,06295191,1
10453305,10759545,1
10453305,10755372,1
10453305,15539306,1
10453305,21077755,1
10453305,04403847,1
10453305,17827992,1
20296276,19545752,1
20296276,21065327,1
20296276,10407520,1
20296276,10276117,1
20296276,18330972,1
20296276,02797258,1
20296276,19073271,1
20296276,21089209,1
20296276,21021586,1
20296276,05757013,1
20296276,09482609,1
20296276,06220500,1
20296276,09504095,1
20296276,04310885,1
20296276,16468255,1
12815145,16201318,1
09610294,16464398,1
09610294,04800478,1
09610294,12750076,1
16418169,16326900,1
16418169,21060687,1
16418169,02396387,1
16418169,01839678,1
16418169,04767417,1
16418169,20046016,1
16418169,04807891,1
16418169,18318438,1
16418169,04827763,1
16418169,04887441,1
16418169,05926383,1
16418169,18636923,1
16826499,09440845,1
16826499,04172406,1
16826499,02779547,1
16826499,18674753,1
16826499,05570957,1
16506666,12071765,1
16506666,07594930,1
16506666,02109854,1
16506666,02933321,1
16506666,08675928,1
16506666,16401862,1
16506666,08699616,1
15908069,04162979,1
15908069,02880739,1
15908069,16662903,1
15908069,08229484,1
15908069,13203158,1
15908069,07801230,1
15908069,02797258,1
15908069,20140113,1
15908069,18149799,1
15908069,08130066,1
08628006,21077755,1
08628006,07954128,1
16195614,01889735,1
16195614,21060687,1
16195614,14498277,1
16195614,21022047,1
16195614,14793726,1
16195614,09504095,1
16195614,04460463,1
16195614,21063606,1
16195614,12717429,1
16195614,21074531,1
02902061,18482402,1
02902061,04774343,1
02902061,02824056,1
02902061,16200994,1
02902061,09289975,1
02902061,19620820,1
02902061,16201318,1
02902061,06915972,1
02902061,17290732,1
02902061,16240128,1
02902061,07751395,1
02902061,16326900,1
02902061,01722046,1
02902061,04772741,1
02902061,21060687,1
02902061,12208923,1
16582825,19310469,1
16582825,04857122,1
16582825,16827662,1
16582825,18357823,1
16582825,16196602,1
16582825,00566907,1
16582825,10483344,1
16582825,21063671,1
16582825,04855959,1
16582825,10755372,1
16582825,16281875,1
16582825,18316580,1
16582825,09616769,1
16582825,18009480,1
16582825,02950581,1
16198004,19904613,1
16198004,10849133,1
16198004,06586896,1
16198004,21081483,1
16198004,07723929,1
16198004,16188807,1
16198004,08909893,1
16198004,10190938,1
16198004,20982775,1
16198004,16907189,1
16198004,16504028,1
16198004,08675928,1
16198004,01971193,1
16198004,00566907,1
16198004,20035835,1
10449573,10636591,1
10449573,01971193,1
10449573,01889735,1
10449573,16201318,1
19807890,16418169,1
19807890,19807890,1
19807890,06220500,1
20010971,21065327,1
20010971,02556503,1
20562430,07751395,1
20562430,09504095,1
20562430,16471366,1
20562430,16662903,1
05570957,16826499,1
05570957,04292956,1
05570957,19904613,1
05570957,10892083,1
05570957,10826372,1
05570957,08304920,1
05570957,18739751,1
05570957,08022280,1
05570957,08946494,1
05570957,04753642,1
05570957,07653435,1
05570957,05715946,1
01971193,08180312,1
01971193,12815145,1
01971193,15265013,1
01971193,07676538,1
01971193,19840560,1
01971193,19681353,1
01971193,10636591,1
01971193,15449724,1
01971193,16506666,1
01971193,10190938,1
01971193,10841900,1
01971193,09524906,1
01971193,18732185,1
01971193,02804787,1
01971193,02941381,1
01971193,21053004,1
01971193,16277232,1
01971193,15222986,1
18406068,02804787,1
18406068,16464398,1
18406068,16122930,1
18406068,08942230,1
21089012,12208923,1
21089012,16523905,1
21089012,11072926,1
21089012,07867234,1
21089012,18233017,1
21089012,19418256,1
21089012,16328585,1
21089012,16578520,1
21089012,08180312,1
08304920,02886285,1
08304920,09098695,1
08304920,13360348,1
08304920,16315382,1
08304920,21070266,1
08304920,04800478,1
08304920,08739388,1
08304920,05729442,1
08304920,21063671,1
08304920,09406393,1
08304920,16328585,1
08304920,08133037,1
08304920,07777719,1
08304920,18316580,1
08304920,12056086,1
08304920,18357823,1
18772027,17813571,1
18772027,18149799,1
18772027,16464398,1
18772027,16665410,1
18772027,09134286,1
18772027,12065377,1
18772027,08675928,1
18772027,21053004,1
18772027,12870216,1
18772027,19545752,1
18772027,20155408,1
18772027,15455356,1
18772027,19073271,1
18772027,16329238,1
06220500,02743910,1
06220500,08739388,1
06220500,07941990,1
06220500,15708495,1
06220500,13200374,1
06220500,16464398,1
01839678,20127778,1
01839678,09616769,1
01839678,09134286,1
01839678,08022280,1
01839678,17608145,1
01839678,02902538,1
01839678,11942738,1
01839678,07750970,1
01839678,08130066,1
01839678,15447050,1
01839678,06742456,1
01839678,05917982,1
01839678,21105511,1
01839678,09021247,1
01839678,21073602,1
01839678,09561988,1
01839678,16281875,1
01839678,16198004,1
01839678,13756526,1
12037627,04172406,1
12037627,18616104,1
12037627,18330972,1
12037627,07063267,1
12037627,02950581,1
12037627,20519300,1
12037627,02779547,1
12037627,12065377,1
12037627,01110914,1
12037627,21091013,1
12037627,09535330,1
12037627,10620733,1
12037627,08942230,1
18510847,19840560,1
18510847,16287780,1
18510847,02902061,1
18510847,17056896,1
18510847,04857122,1
18510847,02933321,1
18510847,16401862,1
18510847,10996918,1
18510847,08431521,1
18510847,13307251,1
16191888,15265013,1
01149545,10892083,1
01149545,16122930,1
01149545,18009480,1
01149545,09535330,1
01149545,16541388,1
01149545,16534205,1
01149545,17621131,1
01149545,17608145,1
01149545,04898665,1
01149545,14571686,1
01149545,21086011,1
01149545,16582825,1
01149545,21070266,1
15447050,07022381,1
15447050,10436152,1
15447050,02906870,1
15447050,10849133,1
15447050,18149799,1
15447050,10842995,1
08420602,20035835,1
08420602,07058211,1
08420602,15708495,1
08420602,08297953,1
08420602,12880350,1
08420602,16335000,1
08420602,20137129,1
08420602,19358699,1
08420602,08083087,1
08420602,18009480,1
08420602,17532031,1
08420602,12754713,1
08420602,11981888,1
08420602,07750970,1
08420602,16315367,1
08420602,02902061,1
08420602,02756938,1
08420602,04460917,1
13200374,09506722,1
13200374,05143433,1
13200374,18233017,1
13200374,10996918,1
13200374,16352208,1
13200374,09511807,1
13200374,16418169,1
13200374,20150492,1
20506070,18504096,1
20506070,16593134,1
20506070,01889735,1
20506070,20314243,1
20506070,19047403,1
20506070,16827662,1
20506070,02886285,1
20506070,19681353,1
20506070,10449573,1
20506070,02950581,1
20506070,21022047,1
17532031,04827763,1
17532031,18357823,1
19806640,17468167,1
19806640,09134286,1
19806640,18273503,1
19806640,20379646,1
19806640,20025461,1
19806640,21108231,1
19806640,20046016,1
19806640,09123285,1
13456318,17605167,1
18846325,07949751,1
18846325,18846325,1
18846325,04739760,1
18846325,12795925,1
18846325,16101920,1
18846325,17837330,1
09537469,16221506,1
09537469,17827992,1
09537469,11029896,1
09537469,16582825,1
09537469,12056086,1
09537469,16201318,1
09537469,10746445,1
09537469,09537469,1
09537469,15417688,1
09537469,09289975,1
09537469,19639014,1
09537469,16662903,1
09537469,16329238,1
09537469,10407520,1
09537469,00037469,1
16579815,20134388,1
16579815,18950282,1
16579815,01149545,1
16579815,07455174,1
16579815,12754713,1
16579815,04421740,1
16579815,18106995,1
16579815,16593134,1
16579815,12090211,1
16579815,08297953,1
16579815,21053004,1
16579815,16221506,1
12071765,19358699,1
12071765,10621268,1
12071765,11001969,1
12071765,16582825,1
12071765,15394959,1
12071765,20097607,1
12071765,16326900,1
12071765,19073271,1
12071765,17410355,1
12071765,04999690,1
10645463,16195614,1
10645463,21021586,1
10645463,09318074,1
10645463,08681248,1
10645463,16335000,1
18009480,20025461,1
18009480,16268386,1
18009480,16171165,1
18009480,19418256,1
16352208,19733095,1
16352208,21021586,1
16352208,12203344,1
16352208,10777020,1
16352208,19904613,1
16352208,00437458,1
16352208,07063267,1
16352208,12815145,1
16352208,16196602,1
01929478,10449573,1
01929478,17661886,1
01929478,13756526,1
01929478,16221506,1
01929478,04460463,1
01929478,15455356,1
04767417,18407536,1
04767417,09380488,1
04767417,09440845,1
04739760,19670107,1
04739760,20384343,1
04739760,00566907,1
04739760,14498277,1
04739760,19310469,1
04739760,16183319,1
04739760,19639014,1
04739760,04772738,1
04739760,16326900,1
04739760,16727965,1
04739760,01110914,1
04739760,10618859,1
04739760,21074531,1
04739760,16504028,1
04739760,17056896,1
04739760,05402742,1
04739760,08942230,1
04739760,06677442,1
04739760,06586896,1
04739760,16115131,1
00515689,02659935,1
00515689,16137927,1
00515689,01111047,1
00515689,05715946,1
00515689,10636591,1
00515689,09123285,1
00515689,09575563,1
00515689,01129180,1
00515689,20519300,1
00515689,09524906,1
00515689,06595544,1
00515689,16107768,1
00515689,03524326,1
00515689,20035835,1
00515689,11001969,1
00515689,21079097,1
00515689,20127363,1
04310885,16328585,1
04310885,04807891,1
04310885,00515689,1
04310885,08699616,1
04310885,08130066,1
04310885,18894548,1
04310885,18273503,1
00438553,10591684,1
00438553,10927881,1
00438553,10436152,1
00438553,20097607,1
00438553,12037627,1
00438553,10449573,1
00438553,21023687,1
00438553,17056896,1
00438553,05134236,1
00438553,09406393,1
00438553,04753802,1
00438553,14793726,1
00438553,16326900,1
00438553,18846325,1
00438553,16115131,1
00438553,11182577,1
00438553,07867234,1
00438553,02950581,1
08913517,13456318,1
08913517,16137927,1
08913517,16665410,1
08913517,20179979,1
08913517,18616104,1
08913517,16277232,1
08913517,12203344,1
19684165,02886285,1
19684165,13818299,1
19684165,08180312,1
19684165,04999690,1
19684165,13307251,1
19684165,09511807,1
19684165,21070266,1
19684165,13756526,1
19684165,12750076,1
19684165,16534154,1
19684165,20097607,1
19684165,16523905,1
19684165,04460917,1
02824056,17948060,1
02824056,19639014,1
02824056,15297114,1
02824056,18106995,1
02824056,07676538,1
02824056,07058211,1
02824056,09610294,1
02824056,09478396,1
02824056,05926383,1
02824056,18703516,1
02824056,16380876,1
02824056,16277232,1
10635465,08645105,1
10635465,16287780,1
10635465,01149545,1
10635465,01111047,1
10635465,07941990,1
10635465,06595544,1
10635465,07801441,1
10635465,17532031,1
10635465,19670107,1
10635465,18353875,1
10635465,07723929,1
10635465,12815145,1
10635465,10842995,1
10635465,08675928,1
10635465,16521494,1
01889735,20151348,1
01889735,06595544,1
01889735,19358699,1
01889735,07867234,1
01889735,04453156,1
01889735,20982775,1
01889735,07653435,1
10407520,04827763,1
20672382,10636591,1
16534154,13756526,1
16534154,07801441,1
16534154,19620820,1
16534154,10746445,1
18330972,04767417,1
18330972,00438553,1
18330972,19355047,1
18330972,09440845,1
18330972,16268386,1
18330972,21077755,1
18330972,11029896,1
18330972,19806640,1
18330972,16504028,1
18330972,10636591,1
18330972,18950282,1
18330972,05537464,1
18330972,09535330,1
21107786,10407520,1
21107786,16183319,1
21107786,21086011,1
21107786,21089012,1
21107786,18149799,1
21107786,09537469,1
21107786,05729442,1
21107786,01892002,1
21107786,08304920,1
21107786,17643522,1
21107786,16727965,1
21107786,16029982,1
21107786,04807891,1
21107786,19807890,1
16743537,05729442,1
16743537,06011369,1
16743537,20314243,1
16743537,08022280,1
16743537,16506666,1
16743537,10747613,1
16743537,10728381,1
16743537,10276117,1
16743537,16188807,1
16743537,18357823,1
16743537,11001969,1
16743537,18233017,1
19384071,09318074,1
19384071,20151348,1
19384071,20381929,1
19384071,10728381,1
19384071,09440845,1
19384071,17468167,1
19384071,11981888,1
19384071,10276117,1
19384071,02556503,1
18407536,17827992,1
18407536,09610294,1
18407536,19191581,1
18407536,00504684,1
18407536,08915732,1
18407536,16665410,1
09504095,17643522,1
09504095,16799713,1
09504095,18674753,1
09504095,05917982,1
09504095,11996867,1
09504095,15708495,1
09504095,09380488,1
09504095,21108231,1
09504095,16277232,1
16281875,05757013,1
16281875,18950282,1
16281875,01889735,1
16281875,15539306,1
16281875,18703516,1
16281875,18316580,1
16281875,18674753,1
16281875,10849244,1
16281875,10754996,1
16281875,21081483,1
16468255,05729442,1
16468255,02396387,1
16468255,19806640,1
16468255,16506666,1
16468255,16281875,1
16468255,00051311,1
16468255,09021247,1
16468255,09537469,1
16468255,20127778,1
16468255,17290732,1
16468255,20801782,1
16468255,13580809,1
08083087,09561988,1
08083087,16665410,1
08083087,10407520,1
08083087,18894548,1
08083087,03708169,1
08083087,16826499,1
09021452,03524326,1
09021452,11029896,1
09021452,02902061,1
09021452,10996918,1
09021452,18846325,1
09021452,18894548,1
09021452,16799713,1
09021452,20296276,1
04460463,16115131,1
04460463,16184026,1
04460463,09537469,1
04460463,09480270,1
04460463,20829579,1
04460463,16127842,1
04460463,18149799,1
04460463,10754996,1
04460463,09289975,1
04460463,17649472,1
04460463,15708495,1
04460463,04807891,1
04460463,07867234,1
04460463,20155408,1
04460463,16198004,1
04460463,19681353,1
04460463,17621131,1
15455356,16191524,1
15455356,16464398,1
15455356,08681248,1
15455356,21091013,1
15455356,05729442,1
15455356,19358699,1
15455356,01892002,1
15455356,21023687,1
15455356,10728381,1
15455356,07751395,1
15455356,10621268,1
15455356,06586896,1
15455356,05558455,1
15455356,04753642,1
15455356,06295191,1
06915972,21062048,1
06915972,02929242,1
06915972,01229226,1
06915972,18318438,1
06915972,01931636,1
20127778,02858584,1
20127778,09511807,1
20127778,06595544,1
20127778,20155408,1
20127778,19620820,1
20127778,05715946,1
20127778,18888666,1
20127778,07723929,1
20127778,16827662,1
20127778,05729442,1
20127778,15447050,1
20127778,19355047,1
20127778,16727965,1
20127778,00051311,1
20097607,08946494,1
20097607,04767417,1
20097607,06915972,1
20097607,16845572,1
20097607,03708169,1
20097607,20127363,1
20097607,09406393,1
20097607,04807891,1
20097607,09504095,1
20097607,08130066,1
20097607,09440845,1
20097607,21073602,1
20097607,16191524,1
20097607,18398695,1
20097607,07776192,1
20097607,16188807,1
20097607,02750753,1
20097607,07750970,1
20097607,04717089,1
20097607,17608145,1
20829579,12754713,1
20829579,18861709,1
20829579,04162979,1
20829579,20812544,1
20829579,16826499,1
20829579,10849244,1
20829579,16200994,1
20829579,15429605,1
20829579,18330972,1
20829579,08891991,1
20829579,02767552,1
20829579,11182577,1
20829579,08297953,1
20829579,07751395,1
20829579,05143433,1
20829579,10842995,1
20829579,20111407,1
10728112,04827763,1
10728112,17067033,1
10728112,16579815,1
10728112,10591684,1
10728112,01149545,1
10728112,17410355,1
10728112,16191524,1
10728112,18546775,1
10728112,18772027,1
10728112,18959073,1
10728112,17468167,1
10728112,20168897,1
02435568,14498277,1
02435568,01931636,1
02435568,08946494,1
16504028,20519300,1
10842995,00563081,1
10841900,01874680,1
21060687,09318074,1
21060687,05584320,1
21060687,02902061,1
21060687,06011369,1
21060687,14793726,1
21060687,20111407,1
21060687,21077755,1
21060687,10842995,1
21060687,19358699,1
21060687,16827963,1
21060687,02743910,1
21060687,16799713,1
21060687,16171165,1
21060687,20097607,1
00563081,21070266,1
00563081,10777020,1
00563081,06742456,1
00563081,10407520,1
00563081,16171165,1
00563081,18482402,1
00563081,20035835,1
00563081,18273503,1
00563081,02779547,1
00563081,03708169,1
00563081,09482609,1
00563081,15394959,1
00563081,10618859,1
07022381,17067033,1
07022381,14721210,1
07022381,10874538,1
07022381,07653435,1
07022381,10636591,1
07022381,10276117,1
07022381,09648613,1
07022381,08133037,1
07022381,06295191,1
07022381,19418256,1
07022381,17056896,1
07022381,07776192,1
07022381,19236785,1
07022381,02750753,1
17608145,16188807,1
17608145,05537464,1
17608145,18546775,1
17608145,17410355,1
17608145,01839678,1
17608145,20151348,1
17608145,07723929,1
17608145,21074531,1
17608145,16593134,1
17608145,04460917,1
17608145,15417688,1
17608145,03978093,1
17608145,12813975,1
17608145,02414122,1
17608145,08891991,1
